cluster	priority	recommended_action	volume_band	phrase	frequency_msk_spb	seed	source
NEGATIVE	P0	minus_candidate	near_zero	ии для музыкального руководителя	2	ии для руководителя	wordstat_existing
SECURITY_PRIVACY	P2	keyword_and_ad_message	near_zero	разработка локального ии агента	2	разработка ии агентов	wordstat_existing
OTHER_REVIEW	P3	manual_review	near_zero	первый цифровой отзывы сотрудников	2	цифровой сотрудник	wordstat_existing
OTHER_REVIEW	P3	manual_review	near_zero	ано цифровой аудит отзывы сотрудников	2	цифровой сотрудник	wordstat_existing
OTHER_REVIEW	P3	manual_review	near_zero	just tonight ai mori текст	2	just ai	wordstat_existing
BRAND_COMPETITOR	P2	separate_competitor_or_audience	near_zero	just ai инн	2	just ai	wordstat_existing
BRAND_COMPETITOR	P2	separate_competitor_or_audience	near_zero	just ai кейсы	2	just ai	wordstat_existing
OTHER_REVIEW	P3	manual_review	near_zero	just chat ai	2	just ai	wordstat_existing
NEGATIVE	P0	minus_candidate	near_zero	цифровой ассистент учителя	2	цифровой ассистент	wordstat_extra
SECURITY_PRIVACY	P2	keyword_and_ad_message	near_zero	персональные цифровые ассистенты	2	цифровой ассистент	wordstat_extra
INDUSTRY_OTHER	P2	separate_vertical_test	near_zero	цифровые медицинские ассистенты и чат боты	2	цифровой ассистент	wordstat_extra
OTHER_REVIEW	P3	manual_review	near_zero	характеристика на сотрудника ии	2	ии сотрудник	wordstat_extra
WARM_CATEGORY	P2	search_keyword_broad_or_rsya	near_zero	ии в адаптации сотрудников	2	ии сотрудник	wordstat_extra
OTHER_REVIEW	P3	manual_review	near_zero	создать нейросотрудника	2	нейросотрудник	wordstat_extra
SECURITY_PRIVACY	P2	keyword_and_ad_message	near_zero	open claw и локальная llm	2	локальная llm	wordstat_extra
SECURITY_PRIVACY	P2	keyword_and_ad_message	near_zero	выбор локальной llm	2	локальная llm	wordstat_extra
INFO	P3	content_or_cpc_minus	near_zero	минимальные требования для локальной llm	2	локальная llm	wordstat_extra
OTHER_REVIEW	P3	manual_review	near_zero	специалист по внедрению ии в бизнес	1	внедрение ии в бизнес	wordstat_existing
WARM_CATEGORY	P2	search_keyword_broad_or_rsya	near_zero	статья искусственный интеллект для бизнеса	1	искусственный интеллект для бизнеса	wordstat_existing
AI_SYSTEMS	P2	search_keyword_cluster	near_zero	создаем мультиагентную систему	1	мультиагентные системы	wordstat_existing
AI_SYSTEMS	P2	search_keyword_cluster	near_zero	мультиагентная система mas имитирует	1	мультиагентные системы	wordstat_existing
HOT_SERVICE	P1	search_keyword_core	near_zero	разработка и внедрение ии системы вкр	1	разработка ии систем	wordstat_existing
WARM_CATEGORY	P2	search_keyword_broad_or_rsya	near_zero	разработка логотипа и фирменного стиля нейросеть	1	разработка нейросетей	wordstat_existing
NEGATIVE	P0	minus_candidate	near_zero	алиса нейросеть чья разработка	1	разработка нейросетей	wordstat_existing
WARM_CATEGORY	P2	search_keyword_broad_or_rsya	near_zero	нейросеть для создания методических разработок	1	разработка нейросетей	wordstat_existing
WARM_CATEGORY	P2	search_keyword_broad_or_rsya	near_zero	нейросеть разработки заданий	1	разработка нейросетей	wordstat_existing
INFO	P3	content_or_cpc_minus	near_zero	rag системы методы реализации практическое руководство	1	rag система	wordstat_existing
INFO	P3	content_or_cpc_minus	near_zero	промпт инжиниринг как пишется	1	промпт инжиниринг	wordstat_existing
ADJACENT_CASE	P2	separate_adjacent_or_rsya	near_zero	промпт инжиниринг язык будущего	1	промпт инжиниринг	wordstat_existing
ADJACENT_CASE	P2	separate_adjacent_or_rsya	near_zero	zerocoder интенсив по промпт инжинирингу	1	промпт инжиниринг	wordstat_existing
INFO	P3	content_or_cpc_minus	near_zero	qwen нейросеть кто разработчик	1	разработчик нейросетей	wordstat_existing
INFO	P3	content_or_cpc_minus	near_zero	сколько зарабатывают разработчики нейросетей	1	разработчик нейросетей	wordstat_existing
INFO	P3	content_or_cpc_minus	near_zero	нейросети для разработчиков игр	1	разработчик нейросетей	wordstat_existing
WARM_CATEGORY	P2	search_keyword_broad_or_rsya	near_zero	нейросеть для генерации названий компаний	1	нейросеть для компании	wordstat_existing
WARM_CATEGORY	P2	search_keyword_broad_or_rsya	near_zero	слоган для компании нейросеть	1	нейросеть для компании	wordstat_existing
WARM_CATEGORY	P2	search_keyword_broad_or_rsya	near_zero	внедрить нейросеть в бизнес	1	внедрить нейросеть	wordstat_existing
WARM_CATEGORY	P2	search_keyword_broad_or_rsya	near_zero	голосовой ии ассистент на андроид	1	голосовой ии ассистент	wordstat_existing
WARM_CATEGORY	P2	search_keyword_broad_or_rsya	near_zero	астра голосовой ии ассистент для пк	1	голосовой ии ассистент	wordstat_existing
AI_SYSTEMS	P2	search_keyword_cluster	near_zero	ии агенты для бизнеса сколково	1	ии агенты для бизнеса	wordstat_existing
ADJACENT_CASE	P2	separate_adjacent_or_rsya	near_zero	ai чат бот для бизнеса	1	чат бот для бизнеса	wordstat_existing
NEGATIVE	P0	minus_candidate	near_zero	бесплатные чат боты для бизнеса	1	чат бот для бизнеса	wordstat_existing
ADJACENT_CASE	P2	separate_adjacent_or_rsya	near_zero	чат бот для ватсап бизнес	1	чат бот для бизнеса	wordstat_existing
ADJACENT_CASE	P2	separate_adjacent_or_rsya	near_zero	голосовой чат бот разработка	1	разработка чат ботов	wordstat_existing
ADJACENT_CASE	P2	separate_adjacent_or_rsya	near_zero	разработка чат бота для сайта образовательной организации	1	разработка чат ботов	wordstat_existing
